contribution_id,contribution_code,type,title,date_time,abstract,footnotes,session,session_code,page_number
208,THP67,Poster Presentation,Feature of NC25 material and impact on flux,"Thursday, September 25, 2025 2:30 PM",trapping when used them for SRF cavity assembly,"*Work supported by the U.S. Department of Energy Office Science DE-S RC114424
† Retired MSU/FRIB and moved to Aoi Kogyo Co. Ltd.,
email address: k-saito@aoi-k.co.jp or saito@frib.msu.edu
Author: SAITO, Kenji (Facility for Rare Isotope Beams)
Co-authors: GANSHYN, Andrei (Facility for Rare Isotope Beams) ;CHANG, Wei (Facility for Rare
Isotope Beams) ;Dr CHEON, Yoo Lim (Facility for Rare Isotope Beams) ;COMPTON, Chris (Facility for
Rare Isotope Beams) ;COMBS, Spencer (Facility for Rare Isotope Beams) ;ELLIOTT, Kyle (Facility for
Rare Isotope Beams) ;HARTUNG, Walter (Facility for Rare Isotope Beams) ;KIM, Sang-hoon (Facility for
Rare Isotope Beams) ;KONOMI, Taro (Facility for Rare Isotope Beams) ;POPIELARSKI, Laura (Facility
for Rare Isotope Beams) ;Dr WU, Yuting (Facility for Rare Isotope Beams) ;XU, Ting (Facility for Rare
Isotope Beams)
Presenter: SAITO, Kenji (Facility for Rare Isotope Beams)
September 29, 2025 Page 217",Thursday Poster Session,THP,218
209,TUP42,Poster Presentation,RF measurement of plasma electrolytic polished 1.3,"Tuesday, September 23, 2025 2:30 PM",GHz full-seamless Nb/Cu cavities,"Funding Agency
Amada Foundation
Author: ARAKI, Hayato (High Energy Accelerator Research Organization)
Co-authors: CARLOS, Carlota (European Organization for Nuclear Research) ;PIRA, Cristian (Isti-
tuto Nazionale di Fisica Nucleare) ;CHYHYRYNETS, Eduard (Istituto Nazionale di Fisica Nucleare, Lab-
oratori Nazionali di Legnaro) ;ROSAZ, Guillaume (European Organization for Nuclear Research) ;YA-
MANAKA, Masashi (High Energy Accelerator Research Organization)
Presenter: ARAKI, Hayato (High Energy Accelerator Research Organization)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 219",Tuesday Poster Session,TUP,220
210,THP60,Poster Presentation,Mitigating residual magnetization in coldmass,"Thursday, September 25, 2025 2:30 PM",components via superconducting focusing lenses,"Funding Agency
WORK SUPPORTED BY FERMI RESEARCH ALLIANCE, LLC UNDER
CONTRACT NO. DEAC02- 07CH11359 WITH THE UNITED
STATES DEPARTMENT OF ENERGY, OFFICE OF SCIENCE, OFFICE
OF HIGH ENERGY PHYSICS.
Author: BERNARDINI, Jacopo (Fermi National Accelerator Laboratory)
Co-authors: PASSARELLI, Donato (Fermi National Accelerator Laboratory) ;PARISE, Mattia (Fermi
National Accelerator Laboratory)
Presenter: BERNARDINI, Jacopo (Fermi National Accelerator Laboratory)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 220",Thursday Poster Session,THP,221
211,THP21,Student Poster Presentation,Study of multilayer thin-film structures in,"Thursday, September 25, 2025 2:30 PM",superconducting acceleration cavities,"Funding Agency
Author: SASAKI, Taisei (Tohoku University)
Co-authors: SAEKI, Takayuki (High Energy Accelerator Research Organization) ;KUBO, Takayuki
(High Energy Accelerator Research Organization) ;KATAYAMA, Ryo (High Energy Accelerator Re-
search Organization) ;Dr IWASHITA, Yoshihisa (Osaka University) ;FUWA, Yasuhiro (Japan Atomic
Energy Agency) ;SANUKI, Tomoyuki (Jikei University School of Medicine)
Presenter: SASAKI, Taisei (Tohoku University)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 221",Thursday Poster Session,THP,222
212,MOP03,Poster Presentation,Operational status and experience of the TLS,"Monday, September 22, 2025 2:30 PM",CESR-B type SRF module,"Funding Agency
Author: LO, Chih-Hung (National Synchrotron Radiation Research Center)
Co-authors: LIU, Zong-Kai (National Synchrotron Radiation Research Center) ;CHANG, Mei-H-
sia (National Synchrotron Radiation Research Center) ;CHUNG, Fu-Tsai (National Synchrotron Ra-
diation Research Center) ;CHEN, Ling-Jhen (National Synchrotron Radiation Research Center) ;LIN,
Ming-Chyuan (National Synchrotron Radiation Research Center) ;YEH, Meng-Shu (National Synchrotron
Radiation Research Center) ;WANG, Chaoen (National Synchrotron Radiation Research Center) ;LI,
Yi-Ta (National Synchrotron Radiation Research Center) ;CHANG, Shian-Wen (National Synchrotron
Radiation Research Center) ;HUANG, Chao-Hui (National Synchrotron Radiation Research Center)
Presenter: LO, Chih-Hung (National Synchrotron Radiation Research Center)
Session Classification: Monday Poster Session
Track Classification: MC1: SRF Facilities
September 29, 2025 Page 222",Monday Poster Session,MOP,223
213,TUP80,Poster Presentation,Search for dark matter with superconducting,"Tuesday, September 23, 2025 2:30 PM","Dark matter with masses much less than 1  eV/c² is treated as a classical field, commonly referred","Funding Agency
Author: NITTA, Tatsumi (High Energy Accelerator Research Organization)
Presenter: NITTA, Tatsumi (High Energy Accelerator Research Organization)
Session Classification: Tuesday Poster Session
Track Classification: MC5: SRF Applications
September 29, 2025 Page 223",Tuesday Poster Session,TUP,224
214,THP33,Poster Presentation,Sideband excitation phenomena study in SRF,"Thursday, September 25, 2025 2:30 PM",Sideband excitations observed in superconducting radio-frequency (SRF) cavities during vertical,"Funding Agency
Author: CENNI, Enrico (Commissariat à l’Énergie Atomique et aux Énergies Alternatives)
Co-authors: Mr BOSOTTI, Angelo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori
e Superconduttività Applicata) ;SERTORE, Daniele (Istituto Nazionale di Fisica Nucleare, Laboratori
Acceleratori e Superconduttività Applicata) ;DEL CORE, Elisa (Istituto Nazionale di Fisica Nucleare,
Laboratori Acceleratori e Superconduttività Applicata)
Presenter: CENNI, Enrico (Commissariat à l’Énergie Atomique et aux Énergies Alternatives)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 224",Thursday Poster Session,THP,225
215,THP79,Student Poster Presentation,CFD simulation of micron-scale dust particle,"Thursday, September 25, 2025 2:30 PM",transport and deposition in superconducting,"Funding Agency
National Natural Science Foundation of China under Grant 12375161, Youth innovation promotion
association CAS under Grant 2023017
Author: LUO, Zhizhen (Institute of High Energy Physics)
Co-authors: ZHAI, Jiyuan (Institute of High Energy Physics) ;HE, Feisi (Institute of High Energy
Physics) ;LIU, Baiqi (Institute of High Energy Physics)
Presenter: LUO, Zhizhen (Institute of High Energy Physics)
Session Classification: Thursday Poster Session
September 29, 2025 Page 225",Thursday Poster Session,THP,226
216,TUP08,Poster Presentation,Beam characterization and lessons learned frombeam commissioning prior to SRF linac integration,"Tuesday, September 23, 2025 2:30 PM",The Linear IFMIF Prototype Accelerator (LIPAc) is a deuteron linear accelerator (linac) designed to,"Funding Agency
Author: HYUN, Jibong (National Institutes for Quantum Science and Technology)
Co-authors: Dr MIZUNO, Akihiko (Japan Synchrotron Radiation Research Institute; National Insti-
tutes for Quantum Science and Technology) ;Dr TAKAYAMA, Ken (High Energy Accelerator Research
Organization) ;MASUDA, Kai (National Institutes for Quantum Science and Technology) ;KONDO,
Keitaro (National Institutes for Quantum Science and Technology) ;SCANTAMBURLO, Francesco (IFMIF/EVEDA
Project Team) ;Dr CARIN, Yann (Fusion for Energy) ;Dr DZITKO, Herve (Fusion for Energy) ;INTE-
GRATED PROJECT TEAM, IFMIF/EVEDA (IFMIF/EVEDA Integrated Project Team)
Presenter: HYUN, Jibong (National Institutes for Quantum Science and Technology)
Session Classification: Tuesday Poster Session
September 29, 2025 Page 227",Tuesday Poster Session,TUP,228
217,MOP49,Poster Presentation,Update on INFN LASA in-kind contribution to ESS,"Monday, September 22, 2025 2:30 PM",ERIC superconducting linac,"Funding Agency
Author: SERTORE, Daniele (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Super-
conduttività Applicata)
Co-authors: BERTUCCI, Michele (Istituto Nazionale di Fisica Nucleare) ;BOSOTTI, Angelo (Isti-
tuto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;DEL CORE,
Elisa (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;Mr
FIORINA, Fabrizio (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività
Applicata) ;MONACO, Laura (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Super-
conduttività Applicata) ;PAPARELLA, Rocco (Istituto Nazionale di Fisica Nucleare) ;Dr SPRUZZOLA,
Paolo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;VI-
TALI, Bastiano (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Appli-
cata);Prof. PAGANI, Carlo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Supercon-
duttività Applicata; University of Milan)
Presenter: SERTORE, Daniele (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Su-
perconduttività Applicata)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 229",Monday Poster Session,MOP,230
218,MOP39,Poster Presentation,ITN in Europe: a coordinated effort for ILC,"Monday, September 22, 2025 2:30 PM",technology development,"This work was partially supported by the European Union ’s Horizon Europe Marie Sklodowska-
Curie Staff Exchanges programme under EAJADE (Europe-America-Japan Accelerator Develop-
ment Exchange) grant agreement no. 101086276.
Funding Agency
This work was partially supported by the European Union ’s Horizon Europe Marie Sklodowska-
Curie Staff Exchanges programme under EAJADE (Europe-America-Japan Accelerator Develop-
ment Exchange) grant agr
Author: MONACO, Laura (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Supercon-
duttività Applicata)
Co-authors: CENNI, Enrico (Commissariat à l’Énergie Atomique et aux Énergies Alternatives) ;YA-
MAMOTO, Akira (High Energy Accelerator Research Organization) ;SAKAI, Hiroshi (High Energy
Accelerator Research Organization) ;Mr SCHIRM, Karl-Martin (European Organization for Nuclear Re-
search) ;UMEMORI, Kensei (High Energy Accelerator Research Organization) ;MICHIZONO, Shinichiro
(High Energy Accelerator Research Organization; The Graduate University for Advanced Studies, SO-
KENDAI) ;STAPNES, Steinar (European Organization for Nuclear Research) ;SAEKI, Takayuki (High
September 29, 2025 Page 230",Monday Poster Session,MOP,231
219,THP38,Poster Presentation,Virtual cavity probe for the real-time identification,"Thursday, September 25, 2025 2:30 PM",of cavity burst-noise type in superconducting,"Funding Agency
Author: MA, Jin (Institute of Modern Physics, Chinese Academy of Sciences)
Co-author: QIU, Feng (Institute of Modern Physics, Chinese Academy of Sciences)
Presenter: MA, Jin (Institute of Modern Physics, Chinese Academy of Sciences)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 232",Thursday Poster Session,THP,233
220,TUP40,Poster Presentation,Plasma electrolytic polishing (PEP) at INFN: A,"Tuesday, September 23, 2025 2:30 PM",versatile surface treatment technology for additively,"Funding Agency
1.PNRR MUR project PE0000023 - PE4 NQSTI, CUP I53C22001460006.
2. European Union ’s Horizon 2020 Research & Innovation programme - Grant Agreement N° 101004730.
3. Weal 3T System S.r.l. Torino, Italy
Author: EZEABA, Tochukwu Emmanuel (University of Padua)
Co-authors: CHYHYRYNETS, Eduard (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali
di Legnaro) ;PIRA, Cristian (Istituto Nazionale di Fisica Nucleare) ;FORD, Davide (Istituto Nazionale
di Fisica Nucleare) ;FONNESU, Dorothea (Istituto Nazionale di Fisica Nucleare) ;STIVANELLO, Fab-
rizio (Istituto Nazionale di Fisica Nucleare) ;KEPPEL, Giorgio (Istituto Nazionale di Fisica Nucleare,
September 29, 2025 Page 233",Tuesday Poster Session,TUP,234
222,TUP45,Poster Presentation,Performance analysis of the ESS SRF cavities from,"Tuesday, September 23, 2025 2:30 PM",qualification to first operation run,"Funding Agency
Author: PIERINI, Paolo (European Spallation Source)
Co-authors: ELIAS, Nuno (European Spallation Source) ;GOUDKET, Philippe (European Spalla-
tion Source) ;Mr KRAWCZYK, Artur (European Spallation Source) ;LAFACE, Emanuele (European
Spallation Source) ;MAIANO, Cecilia (European Spallation Source) ;PRZYBILSKI, Henry (European
Spallation Source) ;SKIBA, Marek (European Spallation Source) ;WANG, Muyuan (European Spalla-
tion Source) ;Ms ZWOZNIAK, Agnieszka (European Spallation Source)
Presenter: PIERINI, Paolo (European Spallation Source)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 235",Tuesday Poster Session,TUP,236
223,TUP46,Poster Presentation,Beam-based measurements on ESS SRF cavities,"Tuesday, September 23, 2025 2:30 PM",During the present technical commissioning run of the ESS linac several measurements were taken,"Funding Agency
Author: PIERINI, Paolo (European Spallation Source)
Co-authors: Ms ZWOZNIAK, Agnieszka (European Spallation Source) ;Mr KRAWCZYK, Artur
(European Spallation Source) ;MAIANO, Cecilia (European Spallation Source) ;LAFACE, Emanuele
(European Spallation Source) ;PRZYBILSKI, Henry (European Spallation Source) ;SKIBA, Marek (Eu-
ropean Spallation Source) ;WANG, Muyuan (European Spallation Source) ;ELIAS, Nuno (European
Spallation Source) ;GOUDKET, Philippe (European Spallation Source)
Presenter: PIERINI, Paolo (European Spallation Source)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 236",Tuesday Poster Session,TUP,237
224,TUP47,Poster Presentation,Status of the qualification campaign of the ESS,"Tuesday, September 23, 2025 2:30 PM",elliptical cryomodules,"Funding Agency
Author: PIERINI, Paolo (European Spallation Source)
Co-authors: Ms ZWOZNIAK, Agnieszka (European Spallation Source) ;Mr KRAWCZYK, Artur
(Institute of Nuclear Physics, Polish Academy of Sciences) ;MAIANO, Cecilia (European Spallation
Source) ;PRZYBILSKI, Henry (European Spallation Source) ;SKIBA, Marek (European Spallation Source) ;WANG,
Muyuan (European Spallation Source) ;ELIAS, Nuno (European Spallation Source) ;GOUDKET, Philippe
(European Spallation Source)
Presenter: PIERINI, Paolo (European Spallation Source)
Session Classification: Tuesday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 237",Tuesday Poster Session,TUP,238
225,MOP44,Poster Presentation,CNRS contribution to PIP-II project: overview and,"Monday, September 22, 2025 2:30 PM",lessons learned from SSR2 cavities prototyping phase,"Funding Agency
Work supported by CNRS/IN2P3. Work supported, in part, by the U.S. Depart-ment of Energy, Of-
fice of Science, Office of High Energy Physics, under U.S. DOE Contract No. DE-AC02-07CH11359.
Author: LONGUEVERGNE, David (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Co-authors: Mr LE DRÉAN, David (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;PAS-
SARELLI, Donato (Fermi National Accelerator Laboratory) ;Mr MAVILLA, Guillaume (Laboratoire de
Physique des 2 Infinis Irène Joliot-Curie) ;Ms VOGT, Lê My (Laboratoire de Physique des 2 Infinis Irène
Joliot-Curie) ;VANNSON, Mael (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Mr PIERENS,
Matthieu (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;PARISE, Mattia (Fermi National Ac-
celerator Laboratory) ;GANDOLFO, Nicolas (Université Paris-Saclay, CNRS/IN2P3, IJCLab) ;Ms DUCH-
ESNE, Patricia (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Dr DUTHIL, Patxi (Laboratoire
de Physique des 2 Infinis Irène Joliot-Curie) ;Dr WALLON, Sandry (Laboratoire de Physique des 2 Infi-
nis Irène Joliot-Curie) ;KAZAKOV, Sergey (Fermi National Accelerator Laboratory) ;Mrs GUEDDANI,
Soukaina (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;POUX, Véronique (Laboratoire de
Physique des 2 Infinis Irène Joliot-Curie)
Presenter: LONGUEVERGNE, David (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 238",Monday Poster Session,MOP,239
226,MOP18,Poster Presentation,Nb3Sn coatings on copper at INFN-LNL,"Monday, September 22, 2025 2:30 PM",The successful development of Nb3Sn/Cu coatings for the SRF cavities of next generation particle,"Funding Agency
Author: FONNESU, Dorothea (Istituto Nazionale di Fisica Nucleare)
Co-authors: BATTISTELLO, Alex (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di
Legnaro) ;PIRA, Cristian (Istituto Nazionale di Fisica Nucleare) ;FORD, Davide (Istituto Nazionale di
Fisica Nucleare, Laboratori Nazionali di Legnaro) ;CHYHYRYNETS, Eduard (Istituto Nazionale di Fisica
Nucleare, Laboratori Nazionali di Legnaro) ;STIVANELLO, Fabrizio (Istituto Nazionale di Fisica Nucle-
are);PASQUATO, Flavio (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;KEP-
PEL, Giorgio (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;Dr LAZZARI, Mat-
teo (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;LOLLO, Michele (Istituto
Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro) ;AZZOLINI, Oscar (Istituto Nazionale di
Fisica Nucleare, Laboratori Nazionali di Legnaro) ;BORTOLAMI, Thomas (Istituto Nazionale di Fisica
Nucleare, Laboratori Nazionali di Legnaro)
Presenter: FONNESU, Dorothea (Istituto Nazionale di Fisica Nucleare)
Session Classification: Monday Poster Session
September 29, 2025 Page 239",Monday Poster Session,MOP,240
